cell_size,mean,variance,skewness,kurtosis,mean_err,variance_err,skewness_err,kurtosis_err
0.05,3.1332921012002015,2.619302107064355,0.7550460590550708,0.5872331358198628,0.008728530579003125,0.06597600865627297,0.04163425769638761,0.20011973633875962
0.1,11.9512264079766,12.075518515809733,0.2980860319346246,0.1449462477349216,0.03214493683151933,0.4952687250438896,0.02961238013838665,0.048951180076324506
